11:54:07.066 0 nwk_cr_formation.c:151	ch 13 e_level 0 
11:54:07.066 0 nwk_cr_formation.c:151	ch 14 e_level 0 
11:54:07.066 0 nwk_cr_formation.c:151	ch 15 e_level 0 
11:54:07.066 0 nwk_cr_formation.c:162	ch mask for as 0x1800
11:54:07.066 0 nwk_neighbor.c:80	>>exnb_start
11:54:07.066 0 nwk_neighbor.c:131	cut 16
11:54:07.066 0 nwk_neighbor.c:146	new base n size 16
11:54:07.066 0 nwk_neighbor.c:155	cut 208, off 208, ext n size 14 ext n 0x55a38a44d908
11:54:07.066 0 nwk_neighbor.c:159	<<exnb_start
11:54:07.066 0 zb_scheduler.c:254	0x55a38a44c480 scheduled cb 0x55a38a23ba1d param 3 (in_b 0)
11:54:07.066 0 nwk_cr_formation.c:180	<<nwk_form_ed_scan_conf
11:54:07.066 0 nwk_discovery.c:495	<<zb_mlme_scan_confirm
11:54:07.066 0 zb_scheduler.c:105	cb_q written 1, read_i 4, write_i 5
11:54:07.066 0 zb_scheduler.c:115	0x55a38a44c480 calling cb 0x55a38a23ba1d param 3 in_b 0 len 0
11:54:07.066 0 mac_scan.c:104	>> zb_mlme_scan_request 3
11:54:07.066 0 zb_scheduler.c:254	0x55a38a44c490 scheduled cb 0x55a38a23b8f9 param 3 (in_b 0)
11:54:07.066 0 mac_scan.c:136	<< zb_mlme_scan_request
11:54:07.066 0 zb_scheduler.c:105	cb_q written 1, read_i 5, write_i 6
11:54:07.066 0 zb_scheduler.c:115	0x55a38a44c490 calling cb 0x55a38a23b8f9 param 3 in_b 0 len 0
11:54:07.066 0 mac_scan.c:67	>> zb_handle_scan_request
11:54:07.066 0 mac_scan.c:360	>> zb_mlme_active_scan
11:54:07.066 0 mac_scan.c:365	idle state, set beacon found == 0
11:54:07.066 0 mac_scan.c:372	set beacon mode ret 0, param channels 0x1800
11:54:07.066 0 mac_scan.c:385	chan mask 1800 0 , chan 11
11:54:07.066 0 zb_scheduler.c:254	0x55a38a44c4a0 scheduled cb 0x55a38a23bd65 param 0 (in_b 255)
11:54:07.066 0 mac_scan.c:387	<< zb_mlme_active_scan, ret 0
11:54:07.066 0 mac_scan.c:92	<< zb_handle_scan_request i
11:54:07.066 0 zb_scheduler.c:105	cb_q written 1, read_i 6, write_i 7
11:54:07.066 0 zb_scheduler.c:115	0x55a38a44c4a0 calling cb 0x55a38a23bd65 param 0 in_b 255 len -1
11:54:07.066 0 mac_scan.c:208	>> zb_mlme_scan_step
11:54:07.066 0 mac_scan.c:257	set channel 11
11:54:07.066 0 mac_routines.c:225	+zb_beacon_request_command
11:54:07.066 0 mac.c:578	>>mac_fill_mhr
11:54:07.066 0 mac.c:629	<<mac_fill_mhr
11:54:07.066 0 zb_mac_transport_linux_pipes.c:199	>>zb_mac_put_data buf 0x55a38a44c9f0
11:54:07.066 0 zb_mac_transport_linux_pipes.c:149	>>zb_mac_traffic_dump #1 buf 0x55a38a44c9f0 / 0 in_b 0 (size 11) is_w 1
11:54:07.066 0 zb_mac_transport_linux_pipes.c:182	t: start 1558169647; t 1558169647 66938, time 4
11:54:07.067 0 zb_mac_transport_linux_pipes.c:192	<<zb_mac_traffic_dump
11:54:07.067 0 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:07.067 0 zb_mac_transport_linux_pipes.c:381	open wpipe /tmp/zt0.read. wait if nessesary
11:54:07.067 0 zb_mac_transport_linux_pipes.c:79	written: len 11 total 11
11:54:07.067 0 zb_mac_transport_linux_pipes.c:93	0B 03 08 39 FF FF FF FF 07 9B CB 
11:54:07.067 0 zb_mac_transport_linux_pipes.c:446	out buffer is sent
11:54:07.067 0 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 11
11:54:07.067 0 zb_mac_transport_linux_pipes.c:225	<<zb_mac_put_data ret
11:54:07.067 0 mac_routines.c:272	<< zb_beacon_request_command ret 0
11:54:07.067 0 zb_scheduler.c:283	tm_freelist, get nent 0x55a38a44c748
11:54:07.067 0 zb_scheduler.c:294	0x55a38a44c748 scheduled alarm 0x55a38a23bd65, run_after 257, at 257, param 0
11:54:07.067 0 zb_scheduler.c:349	cur t 0, head t 130
11:54:07.067 0 mac_scan.c:338	<< zb_mlme_scan_step
11:54:07.067 0 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:07.067 0 zb_mac_transport_linux_pipes.c:485	open rpipe 6. ret 0
11:54:07.067 0 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:07.067 0 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:07.067 0 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:07.067 0 zb_mac_transport_linux_pipes.c:513	timer stop 130 timer 0  tmo 130
11:54:07.067 0 zb_mac_transport_linux_pipes.c:529	select() timeout 1.989000
11:54:09.058 0 zb_mac_transport_linux_pipes.c:548	delta 1991 (130)
11:54:09.058 130 zb_mac_transport_linux_pipes.c:569	timer 130, delta_rest 0
11:54:09.058 130 zb_mac_transport_linux_pipes.c:590	timeout
11:54:09.058 130 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:09.058 130 zb_scheduler.c:145	0x55a38a44c788 calling alarm cb 0x55a38a224d76 param 0
11:54:09.058 130 nwk_cr_mesh_routing.c:736	>> exp_r_disc
11:54:09.058 130 zb_scheduler.c:283	tm_freelist, get nent 0x55a38a44c728
11:54:09.058 130 zb_scheduler.c:294	0x55a38a44c728 scheduled alarm 0x55a38a224d76, run_after 130, at 260, param 0
11:54:09.058 130 zb_scheduler.c:349	cur t 130, head t 257
11:54:09.058 130 nwk_cr_mesh_routing.c:784	<< exp_r_disc
11:54:09.058 130 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:09.058 130 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:09.058 130 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:09.058 130 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:09.058 130 zb_mac_transport_linux_pipes.c:524	default timeout 1
11:54:09.058 130 zb_mac_transport_linux_pipes.c:529	select() timeout 1.0
11:54:10.060 130 zb_mac_transport_linux_pipes.c:548	delta 1001 (65)
11:54:10.060 195 zb_mac_transport_linux_pipes.c:569	timer 195, delta_rest 0
11:54:10.060 195 zb_mac_transport_linux_pipes.c:590	timeout
11:54:10.060 195 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:10.060 195 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:10.060 195 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:10.060 195 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:10.060 195 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:10.060 195 zb_mac_transport_linux_pipes.c:513	timer stop 257 timer 195  tmo 62
11:54:10.060 195 zb_mac_transport_linux_pipes.c:529	select() timeout 0.948000
11:54:11.009 195 zb_mac_transport_linux_pipes.c:548	delta 950 (62)
11:54:11.009 257 zb_mac_transport_linux_pipes.c:569	timer 257, delta_rest 0
11:54:11.009 257 zb_mac_transport_linux_pipes.c:590	timeout
11:54:11.009 257 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:11.009 257 zb_scheduler.c:145	0x55a38a44c748 calling alarm cb 0x55a38a23bd65 param 0
11:54:11.009 257 mac_scan.c:208	>> zb_mlme_scan_step
11:54:11.009 257 mac_scan.c:257	set channel 12
11:54:11.009 257 mac_routines.c:225	+zb_beacon_request_command
11:54:11.009 257 mac.c:578	>>mac_fill_mhr
11:54:11.009 257 mac.c:629	<<mac_fill_mhr
11:54:11.009 257 zb_mac_transport_linux_pipes.c:199	>>zb_mac_put_data buf 0x55a38a44c9f0
11:54:11.009 257 zb_mac_transport_linux_pipes.c:149	>>zb_mac_traffic_dump #2 buf 0x55a38a44c9f0 / 0 in_b 0 (size 11) is_w 1
11:54:11.009 257 zb_mac_transport_linux_pipes.c:182	t: start 1558169647; t 1558169651 9859, time 262
11:54:11.009 257 zb_mac_transport_linux_pipes.c:192	<<zb_mac_traffic_dump
11:54:11.009 257 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:11.009 257 zb_mac_transport_linux_pipes.c:79	written: len 11 total 11
11:54:11.009 257 zb_mac_transport_linux_pipes.c:93	0B 03 08 3A FF FF FF FF 07 E6 C7 
11:54:11.010 257 zb_mac_transport_linux_pipes.c:446	out buffer is sent
11:54:11.010 257 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 11
11:54:11.010 257 zb_mac_transport_linux_pipes.c:225	<<zb_mac_put_data ret
11:54:11.010 257 mac_routines.c:272	<< zb_beacon_request_command ret 0
11:54:11.010 257 zb_scheduler.c:283	tm_freelist, get nent 0x55a38a44c788
11:54:11.010 257 zb_scheduler.c:294	0x55a38a44c788 scheduled alarm 0x55a38a23bd65, run_after 257, at 514, param 0
11:54:11.010 257 zb_scheduler.c:349	cur t 257, head t 260
11:54:11.010 257 mac_scan.c:338	<< zb_mlme_scan_step
11:54:11.010 257 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:11.010 257 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:11.010 257 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:11.010 257 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:11.010 257 zb_mac_transport_linux_pipes.c:524	default timeout 1
11:54:11.010 257 zb_mac_transport_linux_pipes.c:529	select() timeout 1.0
11:54:12.014 257 zb_mac_transport_linux_pipes.c:548	delta 1005 (65)
11:54:12.015 322 zb_mac_transport_linux_pipes.c:569	timer 322, delta_rest 0
11:54:12.015 322 zb_mac_transport_linux_pipes.c:590	timeout
11:54:12.015 322 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:12.015 322 zb_scheduler.c:145	0x55a38a44c728 calling alarm cb 0x55a38a224d76 param 0
11:54:12.015 322 nwk_cr_mesh_routing.c:736	>> exp_r_disc
11:54:12.015 322 zb_scheduler.c:283	tm_freelist, get nent 0x55a38a44c748
11:54:12.015 322 zb_scheduler.c:294	0x55a38a44c748 scheduled alarm 0x55a38a224d76, run_after 130, at 452, param 0
11:54:12.015 322 zb_scheduler.c:349	cur t 322, head t 325
11:54:12.015 322 nwk_cr_mesh_routing.c:784	<< exp_r_disc
11:54:12.015 322 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:12.015 322 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:12.015 322 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:12.015 322 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:12.015 322 zb_mac_transport_linux_pipes.c:513	timer stop 325 timer 322  tmo 3
11:54:12.015 322 zb_mac_transport_linux_pipes.c:529	select() timeout 0.45000
11:54:12.060 322 zb_mac_transport_linux_pipes.c:548	delta 45 (2)
11:54:12.060 324 zb_mac_transport_linux_pipes.c:569	timer 324, delta_rest 0
11:54:12.060 324 zb_mac_transport_linux_pipes.c:590	timeout
11:54:12.060 324 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:12.060 324 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:12.061 324 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:12.061 324 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:12.061 324 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:12.061 324 zb_mac_transport_linux_pipes.c:513	timer stop 325 timer 324  tmo 1
11:54:12.061 324 zb_mac_transport_linux_pipes.c:529	select() timeout 0.15000
11:54:12.077 324 zb_mac_transport_linux_pipes.c:548	delta 16 (1)
11:54:12.077 325 zb_mac_transport_linux_pipes.c:569	timer 325, delta_rest 0
11:54:12.077 325 zb_mac_transport_linux_pipes.c:590	timeout
11:54:12.077 325 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:12.077 325 zb_scheduler.c:145	0x55a38a44c768 calling alarm cb 0x55a38a2250ad param 0
11:54:12.077 325 nwk_cr_mesh_routing.c:791	>> exp_pend
11:54:12.077 325 zb_scheduler.c:283	tm_freelist, get nent 0x55a38a44c728
11:54:12.077 325 zb_scheduler.c:294	0x55a38a44c728 scheduled alarm 0x55a38a2250ad, run_after 325, at 650, param 0
11:54:12.077 325 zb_scheduler.c:349	cur t 325, head t 452
11:54:12.077 325 nwk_cr_mesh_routing.c:821	<< exp_pend
11:54:12.077 325 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:12.077 325 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:12.077 325 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:12.077 325 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:12.077 325 zb_mac_transport_linux_pipes.c:524	default timeout 1
11:54:12.077 325 zb_mac_transport_linux_pipes.c:529	select() timeout 1.0
11:54:13.080 325 zb_mac_transport_linux_pipes.c:548	delta 1003 (65)
11:54:13.080 390 zb_mac_transport_linux_pipes.c:569	timer 390, delta_rest 0
11:54:13.080 390 zb_mac_transport_linux_pipes.c:590	timeout
11:54:13.080 390 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:13.080 390 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:13.080 390 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:13.080 390 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:13.081 390 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:13.081 390 zb_mac_transport_linux_pipes.c:513	timer stop 452 timer 390  tmo 62
11:54:13.081 390 zb_mac_transport_linux_pipes.c:529	select() timeout 0.948000
11:54:14.030 390 zb_mac_transport_linux_pipes.c:548	delta 950 (62)
11:54:14.030 452 zb_mac_transport_linux_pipes.c:569	timer 452, delta_rest 0
11:54:14.030 452 zb_mac_transport_linux_pipes.c:590	timeout
11:54:14.030 452 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:14.030 452 zb_scheduler.c:145	0x55a38a44c748 calling alarm cb 0x55a38a224d76 param 0
11:54:14.030 452 nwk_cr_mesh_routing.c:736	>> exp_r_disc
11:54:14.030 452 zb_scheduler.c:283	tm_freelist, get nent 0x55a38a44c768
11:54:14.030 452 zb_scheduler.c:294	0x55a38a44c768 scheduled alarm 0x55a38a224d76, run_after 130, at 582, param 0
11:54:14.030 452 zb_scheduler.c:349	cur t 452, head t 514
11:54:14.030 452 nwk_cr_mesh_routing.c:784	<< exp_r_disc
11:54:14.030 452 zb_mac_transport_linux_pipes.c:477	>>zb_mac_wait_for_ext_event
11:54:14.030 452 zb_mac_transport_linux_pipes.c:373	>>write_to_pipe
11:54:14.030 452 zb_mac_transport_linux_pipes.c:458	<<write_to_pipe 0
11:54:14.030 452 zb_mac_transport_linux_pipes.c:507	timer started = 1
11:54:14.030 452 zb_mac_transport_linux_pipes.c:524	default timeout 1
11:54:14.030 452 zb_mac_transport_linux_pipes.c:529	select() timeout 1.0
11:54:15.032 452 zb_mac_transport_linux_pipes.c:548	delta 1001 (65)
11:54:15.032 517 zb_mac_transport_linux_pipes.c:569	timer 517, delta_rest 0
11:54:15.032 517 zb_mac_transport_linux_pipes.c:590	timeout
11:54:15.032 517 zb_mac_transport_linux_pipes.c:603	<<zb_mac_wait_for_ext_event 0
11:54:15.032 517 zb_scheduler.c:145	0x55a38a44c788 calling alarm cb 0x55a38a23bd65 param 0
11:54:15.032 517 mac_scan.c:208	>> zb_mlme_scan_step
11:54:15.032 517 mac_scan.c:312	beacon found 0
11:54:15.032 517 zb_scheduler.c:254	0x55a38a44c4b0 scheduled cb 0x55a38a21bce2 param 3 (in_b 0)
11:54:15.032 517 mac_scan.c:338	<< zb_mlme_scan_step
11:54:15.032 517 zb_scheduler.c:105	cb_q written 1, read_i 7, write_i 8
11:54:15.032 517 zb_scheduler.c:115	0x55a38a44c4b0 calling cb 0x55a38a21bce2 param 3 in_b 0 len 0
11:54:15.032 517 nwk_discovery.c:354	>>zb_mlme_scan_confirm 3
11:54:15.032 517 nwk_discovery.c:356	nwk state 3
11:54:15.032 517 nwk_cr_formation.c:204	>>sel_ch buf 0x55a38a44cbd0
11:54:15.032 517 nwk_cr_formation.c:235	cur ch 11 ch_nw 255 en_lev 255
11:54:15.032 517 nwk_cr_formation.c:237	i pan_cnt 11 en_lev 0
11:54:15.032 517 nwk_cr_formation.c:266	sel ch 11 # nw 0 en_lev 0
11:54:15.032 517 nwk_cr_formation.c:296	sel pan_id 7737
11:54:15.032 517 nwk_address_assign.c:71	>>zb_nwk_daa_calc_cskip depth 0
11:54:15.032 517 nwk_address_assign.c:92	<<zb_nwk_daa_calc_cskip 2721
11:54:15.032 517 nwk_cr_formation.c:382	ch 11
11:54:15.032 517 zb_scheduler.c:254	0x55a38a44c4c0 scheduled cb 0x55a38a214702 param 3 (in_b 0)
11:54:15.032 517 nwk_cr_formation.c:311	<<sel_ch
11:54:15.032 517 nwk_discovery.c:495	<<zb_mlme_scan_confirm
11:54:15.032 517 zb_scheduler.c:105	cb_q written 1, read_i 8, write_i 9
11:54:15.032 517 zb_scheduler.c:115	0x55a38a44c4c0 calling cb 0x55a38a214702 param 3 in_b 0 len 0
11:54:15.032 517 mac_routines.c:166	+zb_mlme_start_request 3
11:54:15.032 517 mac_routines.c:114	+zb_mac_process_mlme_start, state 0
11:54:15.032 517 mac_cr_coordinator.c:427	>>zb_mac_update_superframe_and_pib
11:54:15.032 517 mac_cr_coordinator.c:444	set pan id 0x1e39 channel 0xb
